,height,weight,day,lastDayEmptied,trashDayTarget
7849,24,23,mon,mon,tues
7850,26,27,mon,mon,tues
7851,29,30,mon,mon,tues
7852,31,34,mon,mon,tues
7853,32,35,mon,mon,tues
7854,35,37,mon,mon,tues
7855,37,39,mon,mon,tues
7856,39,42,mon,mon,tues
7857,41,44,mon,mon,tues
7858,44,48,mon,mon,tues
7859,45,50,mon,mon,tues
7860,48,51,mon,mon,tues
7861,49,52,mon,mon,tues
7862,52,56,mon,mon,tues
7863,55,60,mon,mon,tues
7864,59,62,mon,mon,tues
7865,60,66,tues,mon,tues
7866,62,69,tues,mon,tues
7867,66,73,tues,mon,tues
7868,69,77,tues,mon,tues
7869,71,80,tues,mon,tues
7870,0,0,tues,tues,wed
7871,2,3,tues,tues,wed
7872,6,6,tues,tues,wed
7873,7,7,tues,tues,wed
7874,11,9,tues,tues,wed
7875,13,13,tues,tues,wed
7876,16,16,wed,tues,wed
7877,17,20,wed,tues,wed
7878,18,22,wed,tues,wed
7879,20,24,wed,tues,wed
7880,22,25,wed,tues,wed
7881,25,29,wed,tues,wed
7882,26,31,wed,tues,wed
7883,28,33,wed,tues,wed
7884,29,34,wed,tues,wed
7885,33,37,wed,tues,wed
7886,36,39,wed,tues,wed
7887,37,42,wed,tues,wed
7888,41,46,wed,tues,wed
7889,44,49,wed,tues,wed
7890,45,51,wed,tues,wed
7891,49,54,wed,tues,wed
7892,50,56,wed,tues,wed
7893,54,60,wed,tues,wed
7894,55,61,wed,tues,wed
7895,56,63,wed,tues,wed
7896,57,66,wed,tues,wed
7897,60,67,wed,tues,wed
7898,62,71,wed,tues,wed
7899,66,72,wed,tues,wed
7900,67,76,wed,tues,wed
7901,71,78,wed,tues,wed
7902,73,79,wed,tues,wed
7903,76,82,wed,tues,wed
7904,0,0,wed,wed,fri
7905,3,2,wed,wed,fri
7906,5,6,thur,wed,fri
7907,6,10,thur,wed,fri
7908,8,12,thur,wed,fri
7909,10,14,thur,wed,fri
7910,13,16,thur,wed,fri
7911,14,17,thur,wed,fri
7912,18,19,thur,wed,fri
7913,19,20,thur,wed,fri
7914,22,23,thur,wed,fri
7915,24,25,thur,wed,fri
7916,26,26,thur,wed,fri
7917,27,29,thur,wed,fri
7918,28,30,thur,wed,fri
7919,31,31,thur,wed,fri
7920,32,33,thur,wed,fri
7921,35,34,thur,wed,fri
7922,39,37,thur,wed,fri
7923,43,39,thur,wed,fri
7924,44,40,thur,wed,fri
7925,47,41,thur,wed,fri
7926,50,44,thur,wed,fri
7927,52,48,thur,wed,fri
7928,56,50,thur,wed,fri
7929,60,53,thur,wed,fri
7930,64,54,thur,wed,fri
7931,67,57,fri,wed,fri
7932,69,61,fri,wed,fri
7933,71,62,fri,wed,fri
7934,75,63,fri,wed,fri
7935,77,66,fri,wed,fri
7936,81,67,fri,wed,fri
7937,0,0,fri,fri,mon
7938,4,1,fri,fri,mon
7939,7,5,fri,fri,mon
7940,9,9,fri,fri,mon
7941,12,10,fri,fri,mon
7942,15,13,fri,fri,mon
7943,19,15,fri,fri,mon
7944,22,19,fri,fri,mon
7945,25,20,fri,fri,mon
7946,26,22,fri,fri,mon
7947,30,25,fri,fri,mon
7948,33,27,fri,fri,mon
7949,36,28,fri,fri,mon
7950,40,29,fri,fri,mon
7951,43,31,fri,fri,mon
7952,47,35,fri,fri,mon
7953,51,39,fri,fri,mon
7954,55,41,fri,fri,mon
7955,58,45,fri,fri,mon
7956,59,47,fri,fri,mon
7957,63,48,fri,fri,mon
7958,64,49,sun,fri,mon
7959,68,52,sun,fri,mon
7960,70,55,sun,fri,mon
7961,71,57,sun,fri,mon
7962,73,59,sun,fri,mon
7963,76,60,sun,fri,mon
7964,78,63,sun,fri,mon
7965,79,67,sun,fri,mon
7966,83,71,sun,fri,mon
7967,0,0,mon,mon,tues
7968,2,1,mon,mon,tues
7969,6,4,mon,mon,tues
7970,9,5,mon,mon,tues
7971,13,7,mon,mon,tues
7972,17,9,mon,mon,tues
7973,20,10,mon,mon,tues
7974,23,13,mon,mon,tues
7975,26,16,mon,mon,tues
7976,28,17,mon,mon,tues
7977,31,21,mon,mon,tues
7978,33,25,mon,mon,tues
7979,37,29,mon,mon,tues
7980,39,32,mon,mon,tues
7981,40,34,mon,mon,tues
7982,43,37,mon,mon,tues
7983,46,38,mon,mon,tues
7984,50,41,mon,mon,tues
7985,51,45,mon,mon,tues
7986,54,47,mon,mon,tues
7987,58,51,mon,mon,tues
7988,61,54,mon,mon,tues
7989,62,57,tues,mon,tues
7990,63,59,tues,mon,tues
7991,65,63,tues,mon,tues
7992,67,64,tues,mon,tues
7993,71,66,tues,mon,tues
7994,73,69,tues,mon,tues
7995,74,73,tues,mon,tues
7996,76,76,tues,mon,tues
7997,79,78,tues,mon,tues
7998,83,80,tues,mon,tues
7999,0,0,tues,tues,fri
8000,2,4,tues,tues,fri
8001,6,7,tues,tues,fri
8002,10,8,tues,tues,fri
8003,13,9,tues,tues,fri
8004,14,11,tues,tues,fri
8005,15,13,tues,tues,fri
8006,16,16,tues,tues,fri
8007,18,18,tues,tues,fri
8008,21,22,tues,tues,fri
8009,22,23,tues,tues,fri
8010,26,26,tues,tues,fri
8011,28,28,tues,tues,fri
8012,29,29,tues,tues,fri
8013,31,33,wed,tues,fri
8014,32,37,wed,tues,fri
8015,33,38,wed,tues,fri
8016,34,40,thur,tues,fri
8017,36,41,thur,tues,fri
8018,39,45,thur,tues,fri
8019,41,47,thur,tues,fri
8020,42,48,thur,tues,fri
8021,46,52,thur,tues,fri
8022,48,53,thur,tues,fri
8023,51,55,thur,tues,fri
8024,54,57,thur,tues,fri
8025,58,60,thur,tues,fri
8026,60,63,thur,tues,fri
8027,61,65,thur,tues,fri
8028,64,66,thur,tues,fri
8029,67,67,thur,tues,fri
8030,68,69,thur,tues,fri
8031,71,70,thur,tues,fri
8032,74,72,thur,tues,fri
8033,75,73,thur,tues,fri
8034,76,77,fri,tues,fri
8035,77,78,fri,tues,fri
8036,80,82,fri,tues,fri
8037,0,0,fri,fri,sun
8038,2,4,fri,fri,sun
8039,5,8,fri,fri,sun
8040,9,10,fri,fri,sun
8041,10,12,fri,fri,sun
8042,11,14,fri,fri,sun
8043,15,17,fri,fri,sun
8044,18,18,fri,fri,sun
8045,21,22,fri,fri,sun
8046,23,26,fri,fri,sun
8047,24,29,fri,fri,sun
8048,28,32,fri,fri,sun
8049,32,35,sun,fri,sun
8050,36,36,sun,fri,sun
8051,39,37,sun,fri,sun
8052,42,41,sun,fri,sun
8053,43,45,sun,fri,sun
8054,46,47,sun,fri,sun
8055,47,51,sun,fri,sun
8056,49,53,sun,fri,sun
8057,53,55,sun,fri,sun
8058,55,59,sun,fri,sun
8059,57,61,sun,fri,sun
8060,58,65,sun,fri,sun
8061,62,67,sun,fri,sun
8062,66,69,sun,fri,sun
8063,70,72,sun,fri,sun
8064,72,74,sun,fri,sun
8065,73,78,sun,fri,sun
8066,75,79,sun,fri,sun
8067,76,81,sun,fri,sun
8068,0,0,sun,sun,tues
8069,4,1,sun,sun,tues
8070,8,2,sun,sun,tues
8071,12,5,sun,sun,tues
8072,13,8,sun,sun,tues
8073,15,10,sun,sun,tues
8074,16,13,sun,sun,tues
8075,19,16,sun,sun,tues
8076,22,17,sun,sun,tues
8077,25,20,sun,sun,tues
8078,27,24,mon,sun,tues
8079,31,27,mon,sun,tues
8080,34,29,mon,sun,tues
8081,35,32,mon,sun,tues
8082,37,33,mon,sun,tues
8083,38,36,mon,sun,tues
8084,39,37,mon,sun,tues
8085,42,39,mon,sun,tues
8086,46,41,mon,sun,tues
8087,49,45,mon,sun,tues
8088,53,49,mon,sun,tues
8089,57,51,tues,sun,tues
8090,59,54,tues,sun,tues
8091,61,55,tues,sun,tues
8092,63,58,tues,sun,tues
8093,64,61,tues,sun,tues
8094,66,62,tues,sun,tues
8095,70,65,tues,sun,tues
8096,72,66,tues,sun,tues
8097,76,68,tues,sun,tues
8098,77,70,tues,sun,tues
8099,79,74,tues,sun,tues
8100,80,77,tues,sun,tues
8101,0,0,tues,tues,thur
8102,4,2,tues,tues,thur
8103,6,6,tues,tues,thur
8104,10,10,tues,tues,thur
8105,12,11,tues,tues,thur
8106,16,12,tues,tues,thur
8107,18,14,tues,tues,thur
8108,20,17,tues,tues,thur
8109,22,21,tues,tues,thur
8110,23,22,wed,tues,thur
8111,26,23,wed,tues,thur
8112,27,26,wed,tues,thur
8113,29,30,wed,tues,thur
8114,30,31,wed,tues,thur
8115,32,35,wed,tues,thur
8116,34,39,wed,tues,thur
8117,37,42,wed,tues,thur
8118,38,43,wed,tues,thur
8119,39,44,wed,tues,thur
8120,42,47,wed,tues,thur
8121,43,48,wed,tues,thur
8122,45,50,wed,tues,thur
8123,48,53,wed,tues,thur
8124,51,54,wed,tues,thur
8125,53,56,wed,tues,thur
8126,55,57,wed,tues,thur
8127,56,61,wed,tues,thur
8128,59,63,wed,tues,thur
8129,61,67,wed,tues,thur
8130,65,70,wed,tues,thur
8131,66,71,wed,tues,thur
8132,67,73,wed,tues,thur
8133,68,75,wed,tues,thur
8134,72,76,wed,tues,thur
8135,74,80,thur,tues,thur
8136,0,0,thur,thur,tues
8137,3,2,thur,thur,tues
8138,7,5,thur,thur,tues
8139,8,9,thur,thur,tues
8140,9,13,thur,thur,tues
8141,11,15,thur,thur,tues
8142,15,19,thur,thur,tues
8143,17,20,thur,thur,tues
8144,19,21,fri,thur,tues
8145,20,22,sun,thur,tues
8146,23,24,mon,thur,tues
8147,26,28,mon,thur,tues
8148,27,31,mon,thur,tues
8149,28,32,mon,thur,tues
8150,29,35,mon,thur,tues
8151,30,36,mon,thur,tues
8152,34,37,mon,thur,tues
8153,35,39,mon,thur,tues
8154,38,43,mon,thur,tues
8155,40,46,mon,thur,tues
8156,43,48,mon,thur,tues
8157,47,50,mon,thur,tues
8158,49,51,mon,thur,tues
8159,51,54,mon,thur,tues
8160,54,58,mon,thur,tues
8161,58,59,mon,thur,tues
8162,61,60,tues,thur,tues
8163,63,63,tues,thur,tues
8164,65,67,tues,thur,tues
8165,69,70,tues,thur,tues
8166,70,71,tues,thur,tues
8167,72,74,tues,thur,tues
8168,73,78,tues,thur,tues
8169,76,82,tues,thur,tues
8170,0,0,tues,tues,wed
8171,2,4,tues,tues,wed
8172,5,8,tues,tues,wed
8173,8,10,tues,tues,wed
8174,11,13,tues,tues,wed
8175,15,15,tues,tues,wed
8176,19,19,tues,tues,wed
8177,22,20,tues,tues,wed
8178,26,23,tues,tues,wed
8179,30,26,tues,tues,wed
8180,33,30,tues,tues,wed
8181,34,31,tues,tues,wed
8182,38,34,tues,tues,wed
8183,39,38,tues,tues,wed
8184,40,40,tues,tues,wed
8185,43,42,tues,tues,wed
8186,45,45,wed,tues,wed
8187,49,49,wed,tues,wed
8188,50,51,wed,tues,wed
8189,53,52,wed,tues,wed
8190,56,54,wed,tues,wed
8191,58,56,wed,tues,wed
8192,61,57,wed,tues,wed
8193,64,60,wed,tues,wed
8194,66,64,wed,tues,wed
8195,68,66,wed,tues,wed
8196,69,69,wed,tues,wed
8197,70,72,wed,tues,wed
8198,72,74,wed,tues,wed
8199,74,75,wed,tues,wed
8200,78,78,wed,tues,wed
8201,79,79,wed,tues,wed
8202,80,81,wed,tues,wed
8203,0,0,wed,wed,sun
8204,1,3,wed,wed,sun
8205,2,6,wed,wed,sun
8206,5,7,wed,wed,sun
8207,9,9,wed,wed,sun
8208,10,10,thur,wed,sun
8209,12,14,thur,wed,sun
8210,16,17,thur,wed,sun
8211,17,18,thur,wed,sun
8212,19,20,thur,wed,sun
8213,20,22,thur,wed,sun
8214,24,24,thur,wed,sun
8215,28,28,thur,wed,sun
8216,29,31,thur,wed,sun
8217,33,35,thur,wed,sun
8218,35,38,thur,wed,sun
8219,38,40,thur,wed,sun
8220,41,43,thur,wed,sun
8221,45,47,thur,wed,sun
8222,47,49,thur,wed,sun
8223,51,50,thur,wed,sun
8224,54,54,thur,wed,sun
8225,56,56,thur,wed,sun
8226,59,58,thur,wed,sun
8227,62,61,thur,wed,sun
8228,64,65,thur,wed,sun
8229,65,66,thur,wed,sun
8230,66,67,thur,wed,sun
8231,67,70,thur,wed,sun
8232,69,71,fri,wed,sun
8233,73,72,sun,wed,sun
8234,77,75,sun,wed,sun
8235,81,78,sun,wed,sun
8236,0,0,sun,sun,tues
8237,2,4,sun,sun,tues
8238,3,5,sun,sun,tues
8239,4,8,mon,sun,tues
8240,8,9,mon,sun,tues
8241,12,13,mon,sun,tues
8242,16,14,mon,sun,tues
8243,17,18,mon,sun,tues
8244,19,21,mon,sun,tues
8245,21,22,mon,sun,tues
8246,22,24,mon,sun,tues
8247,23,27,mon,sun,tues
8248,26,31,mon,sun,tues
8249,29,32,mon,sun,tues
8250,30,36,mon,sun,tues
8251,32,37,mon,sun,tues
8252,33,39,mon,sun,tues
8253,35,40,mon,sun,tues
8254,38,42,mon,sun,tues
8255,42,46,mon,sun,tues
8256,43,49,mon,sun,tues
8257,44,50,mon,sun,tues
8258,45,52,mon,sun,tues
8259,49,53,mon,sun,tues
8260,51,56,mon,sun,tues
8261,54,59,mon,sun,tues
8262,55,63,mon,sun,tues
8263,58,64,mon,sun,tues
8264,61,66,mon,sun,tues
8265,63,69,mon,sun,tues
8266,64,70,mon,sun,tues
8267,65,73,mon,sun,tues
8268,66,74,tues,sun,tues
8269,70,78,tues,sun,tues
8270,74,81,tues,sun,tues
8271,0,0,tues,tues,thur
8272,4,2,tues,tues,thur
8273,8,5,tues,tues,thur
8274,9,9,tues,tues,thur
8275,12,12,tues,tues,thur
8276,14,16,tues,tues,thur
8277,17,20,tues,tues,thur
8278,19,21,tues,tues,thur
8279,21,22,wed,tues,thur
8280,22,26,wed,tues,thur
8281,24,30,wed,tues,thur
8282,28,32,wed,tues,thur
8283,30,36,wed,tues,thur
8284,31,40,wed,tues,thur
8285,35,44,wed,tues,thur
8286,39,45,wed,tues,thur
8287,41,49,wed,tues,thur
8288,42,51,wed,tues,thur
8289,46,52,wed,tues,thur
8290,48,56,wed,tues,thur
8291,50,58,wed,tues,thur
8292,53,60,wed,tues,thur
8293,54,61,wed,tues,thur
8294,55,65,wed,tues,thur
8295,58,67,wed,tues,thur
8296,59,68,wed,tues,thur
8297,63,70,wed,tues,thur
8298,64,71,wed,tues,thur
8299,65,75,wed,tues,thur
8300,67,76,wed,tues,thur
8301,69,79,thur,tues,thur
8302,72,80,thur,tues,thur
8303,0,0,thur,thur,mon
8304,2,1,thur,thur,mon
8305,5,2,thur,thur,mon
8306,7,6,fri,thur,mon
8307,9,10,fri,thur,mon
8308,12,13,fri,thur,mon
8309,15,17,fri,thur,mon
8310,19,18,fri,thur,mon
8311,22,20,fri,thur,mon
8312,24,21,fri,thur,mon
8313,25,23,fri,thur,mon
8314,26,27,sun,thur,mon
8315,27,29,sun,thur,mon
8316,30,33,sun,thur,mon
8317,31,34,sun,thur,mon
8318,32,35,sun,thur,mon
8319,34,39,sun,thur,mon
8320,38,40,sun,thur,mon
8321,39,42,sun,thur,mon
8322,40,45,sun,thur,mon
8323,41,49,sun,thur,mon
8324,44,53,sun,thur,mon
8325,48,56,sun,thur,mon
8326,52,57,sun,thur,mon
8327,54,61,sun,thur,mon
8328,58,65,sun,thur,mon
8329,61,67,sun,thur,mon
8330,62,71,sun,thur,mon
8331,63,74,sun,thur,mon
8332,67,75,sun,thur,mon
8333,71,77,sun,thur,mon
8334,72,79,sun,thur,mon
8335,74,81,mon,thur,mon
8336,0,0,mon,mon,wed
8337,1,3,mon,mon,wed
8338,5,4,mon,mon,wed
8339,7,6,mon,mon,wed
8340,11,8,mon,mon,wed
8341,15,12,mon,mon,wed
8342,17,16,mon,mon,wed
8343,18,17,mon,mon,wed
8344,20,20,mon,mon,wed
8345,24,24,mon,mon,wed
8346,27,27,mon,mon,wed
8347,28,30,mon,mon,wed
8348,31,33,mon,mon,wed
8349,33,34,mon,mon,wed
8350,35,37,mon,mon,wed
8351,36,39,mon,mon,wed
8352,40,40,mon,mon,wed
8353,42,43,mon,mon,wed
8354,44,47,mon,mon,wed
8355,47,49,mon,mon,wed
8356,49,51,mon,mon,wed
8357,53,55,mon,mon,wed
8358,57,57,mon,mon,wed
8359,58,60,mon,mon,wed
8360,59,62,mon,mon,wed
8361,63,65,tues,mon,wed
8362,64,69,tues,mon,wed
8363,67,72,wed,mon,wed
8364,70,76,wed,mon,wed
8365,74,80,wed,mon,wed
8366,0,0,wed,wed,thur
8367,1,3,wed,wed,thur
8368,2,4,wed,wed,thur
8369,3,6,wed,wed,thur
8370,7,10,wed,wed,thur
8371,11,11,wed,wed,thur
8372,14,15,wed,wed,thur
8373,16,17,wed,wed,thur
8374,18,19,wed,wed,thur
8375,21,20,wed,wed,thur
8376,25,21,wed,wed,thur
8377,28,23,wed,wed,thur
8378,30,25,wed,wed,thur
8379,31,26,wed,wed,thur
8380,33,30,wed,wed,thur
8381,35,31,wed,wed,thur
8382,37,34,wed,wed,thur
8383,38,37,wed,wed,thur
8384,40,39,wed,wed,thur
8385,43,42,wed,wed,thur
8386,47,45,wed,wed,thur
8387,48,48,wed,wed,thur
8388,51,52,thur,wed,thur
8389,54,55,thur,wed,thur
8390,57,56,thur,wed,thur
8391,60,58,thur,wed,thur
8392,63,62,thur,wed,thur
8393,65,65,thur,wed,thur
8394,67,69,thur,wed,thur
8395,70,72,thur,wed,thur
8396,71,76,thur,wed,thur
8397,72,79,thur,wed,thur
8398,74,82,thur,wed,thur
8399,0,0,thur,thur,mon
8400,3,4,thur,thur,mon
8401,7,5,thur,thur,mon
8402,10,8,thur,thur,mon
8403,12,11,thur,thur,mon
8404,16,12,thur,thur,mon
8405,17,15,thur,thur,mon
8406,18,16,thur,thur,mon
8407,21,17,thur,thur,mon
8408,25,20,thur,thur,mon
8409,27,23,thur,thur,mon
8410,30,24,fri,thur,mon
8411,34,26,sun,thur,mon
8412,37,30,sun,thur,mon
8413,38,31,sun,thur,mon
8414,42,34,sun,thur,mon
8415,46,38,sun,thur,mon
8416,47,41,sun,thur,mon
8417,49,42,sun,thur,mon
8418,51,45,sun,thur,mon
8419,54,47,sun,thur,mon
8420,58,48,sun,thur,mon
8421,62,52,sun,thur,mon
8422,65,55,sun,thur,mon
8423,67,59,sun,thur,mon
8424,69,62,sun,thur,mon
8425,71,63,sun,thur,mon
8426,72,64,mon,thur,mon
8427,76,65,mon,thur,mon
8428,80,69,mon,thur,mon
8429,0,0,mon,mon,wed
8430,3,1,mon,mon,wed
8431,6,4,mon,mon,wed
8432,7,7,mon,mon,wed
8433,10,10,mon,mon,wed
8434,12,13,mon,mon,wed
8435,16,17,tues,mon,wed
8436,18,18,tues,mon,wed
8437,20,19,tues,mon,wed
8438,22,21,tues,mon,wed
8439,23,25,tues,mon,wed
8440,26,27,tues,mon,wed
8441,28,30,tues,mon,wed
8442,31,34,tues,mon,wed
8443,33,37,tues,mon,wed
8444,37,38,tues,mon,wed
8445,39,41,tues,mon,wed
8446,40,44,tues,mon,wed
8447,41,45,tues,mon,wed
8448,42,48,tues,mon,wed
8449,43,51,tues,mon,wed
8450,47,54,tues,mon,wed
8451,50,58,tues,mon,wed
8452,53,60,tues,mon,wed
8453,56,62,tues,mon,wed
8454,60,65,tues,mon,wed
8455,62,66,tues,mon,wed
8456,65,67,tues,mon,wed
8457,68,71,tues,mon,wed
8458,70,75,wed,mon,wed
8459,74,76,wed,mon,wed
8460,78,78,wed,mon,wed
8461,80,81,wed,mon,wed
8462,0,0,wed,wed,fri
8463,3,4,wed,wed,fri
8464,5,7,wed,wed,fri
8465,7,10,wed,wed,fri
8466,8,13,wed,wed,fri
8467,11,14,wed,wed,fri
8468,14,17,thur,wed,fri
8469,17,21,thur,wed,fri
8470,21,23,thur,wed,fri
8471,24,27,thur,wed,fri
8472,27,28,thur,wed,fri
8473,30,29,thur,wed,fri
8474,33,32,thur,wed,fri
8475,36,36,thur,wed,fri
8476,39,38,thur,wed,fri
8477,42,42,thur,wed,fri
8478,45,43,thur,wed,fri
8479,48,46,thur,wed,fri
8480,52,50,thur,wed,fri
8481,53,53,thur,wed,fri
8482,56,57,thur,wed,fri
8483,59,60,thur,wed,fri
8484,60,64,thur,wed,fri
8485,64,65,thur,wed,fri
8486,67,69,thur,wed,fri
8487,70,72,thur,wed,fri
8488,74,74,thur,wed,fri
8489,76,75,thur,wed,fri
8490,77,77,fri,wed,fri
8491,81,78,fri,wed,fri
8492,0,0,fri,fri,wed
8493,4,2,fri,fri,wed
8494,7,3,sun,fri,wed
8495,11,5,sun,fri,wed
8496,12,8,sun,fri,wed
8497,14,12,sun,fri,wed
8498,17,13,sun,fri,wed
8499,19,16,sun,fri,wed
8500,20,17,sun,fri,wed
8501,22,18,sun,fri,wed
8502,23,20,sun,fri,wed
8503,25,21,sun,fri,wed
8504,29,23,sun,fri,wed
8505,31,27,sun,fri,wed
8506,32,31,mon,fri,wed
8507,36,32,mon,fri,wed
8508,40,33,mon,fri,wed
8509,42,37,mon,fri,wed
8510,45,39,mon,fri,wed
8511,48,40,tues,fri,wed
8512,51,44,tues,fri,wed
8513,52,48,tues,fri,wed
8514,56,50,tues,fri,wed
8515,58,51,tues,fri,wed
8516,61,52,tues,fri,wed
8517,65,55,tues,fri,wed
8518,69,58,tues,fri,wed
8519,73,60,tues,fri,wed
8520,75,61,tues,fri,wed
8521,76,64,tues,fri,wed
8522,77,67,tues,fri,wed
8523,78,68,wed,fri,wed
8524,80,69,wed,fri,wed
8525,0,0,wed,wed,thur
8526,4,1,wed,wed,thur
8527,8,4,wed,wed,thur
8528,11,5,wed,wed,thur
8529,12,8,wed,wed,thur
8530,13,12,wed,wed,thur
8531,17,13,wed,wed,thur
8532,20,14,wed,wed,thur
8533,22,16,wed,wed,thur
8534,25,19,wed,wed,thur
8535,29,20,wed,wed,thur
8536,32,23,wed,wed,thur
8537,33,25,wed,wed,thur
8538,36,27,wed,wed,thur
8539,38,30,wed,wed,thur
8540,41,34,wed,wed,thur
8541,43,36,wed,wed,thur
8542,46,40,wed,wed,thur
8543,47,44,wed,wed,thur
8544,48,47,wed,wed,thur
8545,51,49,wed,wed,thur
8546,54,52,wed,wed,thur
8547,56,55,thur,wed,thur
8548,59,57,thur,wed,thur
8549,60,60,thur,wed,thur
8550,62,62,thur,wed,thur
8551,66,64,thur,wed,thur
8552,67,66,thur,wed,thur
8553,71,67,thur,wed,thur
8554,72,69,thur,wed,thur
8555,76,71,thur,wed,thur
8556,78,75,thur,wed,thur
8557,81,77,thur,wed,thur
8558,0,0,thur,thur,sun
8559,3,3,thur,thur,sun
8560,4,4,thur,thur,sun
8561,6,6,thur,thur,sun
8562,9,8,thur,thur,sun
8563,12,10,thur,thur,sun
8564,13,12,thur,thur,sun
8565,17,16,thur,thur,sun
8566,18,19,thur,thur,sun
8567,20,21,thur,thur,sun
8568,23,23,fri,thur,sun
8569,25,25,fri,thur,sun
8570,26,29,fri,thur,sun
8571,27,33,fri,thur,sun
8572,29,37,fri,thur,sun
8573,30,41,fri,thur,sun
8574,32,44,fri,thur,sun
8575,34,47,fri,thur,sun
8576,37,49,sun,thur,sun
8577,38,51,sun,thur,sun
8578,39,54,sun,thur,sun
8579,42,55,sun,thur,sun
8580,44,57,sun,thur,sun
8581,45,60,sun,thur,sun
8582,49,61,sun,thur,sun
8583,51,63,sun,thur,sun
8584,54,66,sun,thur,sun
8585,56,70,sun,thur,sun
8586,59,73,sun,thur,sun
8587,60,76,sun,thur,sun
8588,63,79,sun,thur,sun
8589,65,81,sun,thur,sun
8590,0,0,sun,sun,tues
8591,1,4,sun,sun,tues
8592,2,7,sun,sun,tues
8593,3,11,sun,sun,tues
8594,4,13,sun,sun,tues
8595,7,15,sun,sun,tues
8596,8,17,sun,sun,tues
8597,9,20,sun,sun,tues
8598,10,23,mon,sun,tues
8599,11,25,mon,sun,tues
8600,14,27,mon,sun,tues
8601,15,31,mon,sun,tues
8602,18,34,mon,sun,tues
8603,20,38,mon,sun,tues
8604,23,39,mon,sun,tues
8605,25,43,mon,sun,tues
8606,29,47,mon,sun,tues
8607,32,50,mon,sun,tues
8608,34,52,mon,sun,tues
8609,38,54,mon,sun,tues
8610,41,58,mon,sun,tues
8611,43,60,mon,sun,tues
8612,46,61,mon,sun,tues
8613,49,63,mon,sun,tues
8614,50,64,mon,sun,tues
8615,53,66,mon,sun,tues
8616,55,70,mon,sun,tues
8617,56,73,mon,sun,tues
8618,57,75,mon,sun,tues
8619,61,78,mon,sun,tues
8620,62,80,tues,sun,tues
8621,0,0,tues,tues,thur
8622,1,1,tues,tues,thur
8623,2,3,tues,tues,thur
8624,5,4,tues,tues,thur
8625,9,7,tues,tues,thur
8626,10,11,tues,tues,thur
8627,12,15,wed,tues,thur
8628,16,16,wed,tues,thur
8629,19,20,wed,tues,thur
8630,22,21,wed,tues,thur
8631,23,25,wed,tues,thur
8632,24,28,wed,tues,thur
8633,28,30,wed,tues,thur
8634,31,34,wed,tues,thur
8635,33,38,wed,tues,thur
8636,36,41,wed,tues,thur
8637,38,45,wed,tues,thur
8638,40,46,wed,tues,thur
8639,41,47,wed,tues,thur
8640,45,49,wed,tues,thur
8641,46,50,wed,tues,thur
8642,49,54,wed,tues,thur
8643,52,58,wed,tues,thur
8644,53,61,thur,tues,thur
8645,54,64,thur,tues,thur
8646,55,68,thur,tues,thur
8647,59,72,thur,tues,thur
8648,63,76,thur,tues,thur
8649,64,80,thur,tues,thur
8650,0,0,thur,thur,fri
8651,2,2,thur,thur,fri
8652,6,6,thur,thur,fri
8653,10,10,thur,thur,fri
8654,13,14,thur,thur,fri
8655,16,16,thur,thur,fri
8656,18,20,thur,thur,fri
8657,21,21,thur,thur,fri
8658,22,23,thur,thur,fri
8659,26,26,thur,thur,fri
8660,30,27,thur,thur,fri
8661,33,30,thur,thur,fri
8662,35,34,thur,thur,fri
8663,38,37,thur,thur,fri
8664,39,41,thur,thur,fri
8665,42,45,thur,thur,fri
8666,43,46,thur,thur,fri
8667,45,49,thur,thur,fri
8668,47,50,thur,thur,fri
8669,51,53,thur,thur,fri
8670,54,55,thur,thur,fri
8671,57,59,thur,thur,fri
8672,58,60,fri,thur,fri
8673,62,63,fri,thur,fri
8674,66,66,fri,thur,fri
8675,67,70,fri,thur,fri
8676,70,71,fri,thur,fri
8677,71,74,fri,thur,fri
8678,75,78,fri,thur,fri
8679,77,80,fri,thur,fri
8680,0,0,fri,fri,sun
8681,2,2,fri,fri,sun
8682,6,3,fri,fri,sun
8683,10,4,fri,fri,sun
8684,12,6,fri,fri,sun
8685,14,9,fri,fri,sun
8686,15,11,fri,fri,sun
8687,19,12,fri,fri,sun
8688,22,15,fri,fri,sun
8689,26,17,fri,fri,sun
8690,29,18,fri,fri,sun
8691,30,22,fri,fri,sun
8692,31,24,fri,fri,sun
8693,35,26,fri,fri,sun
8694,36,27,fri,fri,sun
8695,38,30,fri,fri,sun
8696,42,33,fri,fri,sun
8697,46,35,fri,fri,sun
8698,50,39,fri,fri,sun
8699,53,41,fri,fri,sun
8700,57,43,fri,fri,sun
8701,59,44,sun,fri,sun
8702,60,45,sun,fri,sun
8703,64,49,sun,fri,sun
8704,67,53,sun,fri,sun
8705,69,57,sun,fri,sun
8706,73,58,sun,fri,sun
8707,75,59,sun,fri,sun
8708,76,61,sun,fri,sun
8709,80,64,sun,fri,sun
8710,0,0,sun,sun,thur
8711,3,2,sun,sun,thur
8712,4,3,sun,sun,thur
8713,7,7,sun,sun,thur
8714,11,10,mon,sun,thur
8715,15,12,mon,sun,thur
8716,17,13,mon,sun,thur
8717,19,15,mon,sun,thur
8718,21,16,mon,sun,thur
8719,24,20,mon,sun,thur
8720,27,24,mon,sun,thur
8721,30,25,mon,sun,thur
